location,date,weather,temperature_celsius,time,ringer,ring_id,ring_recap,tag_id,species,sex,age,tars_mm,wing_mm,8prim_mm,fat,muscle,tail_mm,tail_fork_mm,weight_g,blood,faeces,cloaca,choane,ectoparasites,comments
Dedelow-RS,07/06/2020,,,14:50:00,CL,ZI13677,n,,RS,m,a,11.6,126,,1,1,,64.8,18,,,,,,
Dedelow-RS,07/06/2020,,,15:05:00,CL,ZI13791,y,,RS,f,a,11.7,125,,2,1,,,19.9,,,,,,
Dedelow-RS,07/06/2020,,,15:10:00,CL,ZI13635,y,,RS,f,a,10.5,121,,1,1,,49.8,18.1,,y,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13678,n,,RS,m,a,11.5,126,,1,1,,76.8,18.9,,,,,LF,
NA,08/06/2020,,,04:30:00,CL,VH509079,n,2514,Goldammer,m,a,20,89,,1,2,,,27.4,,,,,,
NA,08/06/2020,,,05:01:00,CL,VH509080,n,2494,Goldammer,m,a,19.8,92,,0,2,,,28.8,,,,,,
NA,09/06/2020,,,04:40:00,CL,VH509081,n,2511,Goldammer,m,a,20.8,90,,1,1,,,29.2,,,,,,
Dedelow-RS,16/06/2020,,,11:15:00,CL,ZI13679,n,,RS,m,a,11,127,,1,1,,76,19.5,,,,,LF,
Dedelow-RS,16/06/2020,,,,CL,ZI13680,n,,RS,m,a,11.4,114,,1,2,,52.9,17.8,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13681,n,,RS,m,a,10.9,119,,2,2,,53.9,18.3,,,,,F,
Dedelow-RS,16/06/2020,,,,CL,ZI13682,n,,RS,f,a,11.1,126,,2,2,,55.4,21,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13683,n,,RS,m,a,11.3,123,,0,1,,76.8,18.5,,,,,,
Dedelow-RS,16/06/2020,,,11:35:00,CL,ZI13684,n,,RS,f,a,11.9,126,,2,2,,41.4,22,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13685,n,,RS,f,a,11.3,124,,3,2,,38.4,22.8,,,,,,
Dedelow-RS,16/06/2020,,,11:40:00,CL,ZI13678,y,,RS,m,a,,,,1,2,,,20,,,,,,
Dedelow-RS,16/06/2020,,,11:42:00,CL,ZI13672,y,,RS,f,a,,,,2,2,,,19.6,,,,,,
Dedelow-RS,16/06/2020,,,11:47:00,CL,ZI13645,y,,RS,m,a,,,,1,2,,,19,,,,,,
Dedelow-RS,16/06/2020,,,11:47:00,CL,ZI13636,y,,RS,f,a,,,,2,3,,,23.3,,,,,,
Dedelow-RS,16/06/2020,,,11:50:00,CL,ZI13674,y,,RS,m,a,,,,1,2,,,19.7,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13686,n,,RS,,a,11.2,129,,2,2,,63.4,19.2,,,,,,
Dedelow-RS,16/06/2020,,,11:53:00,CL,ZI13663,y,,RS,f,a,,,,4,2,,,21.2,,,,,,
Dedelow-RS,16/06/2020,,,11:55:00,CL,ZI13663,y,,RS,f,a,,,,4,2,,,21.2,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13687,n,,RS,m,a,11.7,125,,2,2,,67.8,19.9,,,,,,
Dedelow-RS,16/06/2020,,,11:58:00,CL,ZI13676,y,,RS,f,a,,,,3,1,,,22.9,,,,,,
Dedelow-RS,16/06/2020,,,12:02:00,CL,ZI13665,y,,RS,m,a,,,,1,1,,,17.2,,,,,,
Dedelow-RS,16/06/2020,,,12:06:00,CL,ZI13688,n,,RS,f,a,11.6,123,,2,3,,49.1,23.4,,,,,,
Dedelow-RS,16/06/2020,,,12:14:00,CL,ZI13640,y,,RS,m,a,,,,1,1,,,21.1,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13689,n,,RS,m,a,11,122,,1,1,,65.6,17.7,,,,,LF,
Dedelow-RS,16/06/2020,,,12:18:00,CL,ZI13690,n,,RS,f,a,11.3,123,,3,1,,34.4,20.3,,,,,,
Dedelow-RS,16/06/2020,,,12:20:00,CL,ZI13662,y,,RS,f,a,,,,2,2,,,22.3,,,,,,
Dedelow-RS,16/06/2020,,,12:23:00,CL,ZI13628,y,,RS,f,a,,,,1,1,,,19.8,,,,,,
Dedelow-RS,16/06/2020,,,13:00:00,CL,ZI13691,n,,RS,m,a,11.3,123,,1,1,,58.6,17.2,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13692,n,,RS,,j,11.3,118,,0,0,,22.8,18.1,,,,,LF,
Dedelow-RS,16/06/2020,,,,CL,ZI13693,n,,RS,f,a,10.9,124,,2,1,,49.4,19.9,,y,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13694,n,,RS,f,a,11.1,121,,0,1,,33.5,18.4,,,,,LF,
Dedelow-RS,16/06/2020,,,,CL,ZI13695,n,,RS,f,a,11.8,128,,2,2,,50.2,22.6,,y,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13696,n,,RS,m,a,11.5,123,,0,1,,50.1,19.7,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13697,n,,RS,m,a,10.8,123,,1,1,,57.6,19,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13698,n,,RS,m,a,10.8,130,,0,1,,74.5,20.5,,,,,,
Dedelow-RS,16/06/2020,,,13:36:00,CL,ZI13699,n,,RS,,a,,,,,,,,,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13700,n,,RS,f,a,11.3,123,,,,,,,,,,,,
Dedelow-RS,16/06/2020,,,13:40:00,CL,LX7403,n,,RS,f,a,10.9,123,,2,2,,47.2,18,,,,,,
Dedelow-RS,16/06/2020,,,13:50:00,CL,LX7404,n,,RS,m,a,11.1,127,,2,2,,68.5,19.4,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7405,n,,RS,f,a,11.7,121,,4,3,,44.6,22.3,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7406,n,,RS,m,a,10.6,126,,1,1,,90.4,19.9,,,,,LF,
Dedelow-RS,16/06/2020,,,14:10:00,CL,VH59082,n,,RS,m,a,11.5,125,,2,2,,60,18.5,,,,,,
Dedelow-RS,16/06/2020,,,14:30:00,CL,VH59083,n,,RS,f,a,11.1,123,,3,1,,48.7,21.8,,,,,,
Dedelow-RS,16/06/2020,,,14:34:00,CL,ZI13658,y,,RS,m,a,,,,2,1,,,20.8,,y,,,,
Dedelow-RS,16/06/2020,,,,CL,VH59084,n,,RS,,j,11.5,110,,2,1,,14.8,21.3,,,,,LF,
Dedelow-RS,16/06/2020,,,14:39:00,CL,ZI13791,y,,RS,f,a,,,,2,1,,,19.7,,y,,,,
Dedelow-RS,16/06/2020,,,,CL,VH59085,n,,RS,m,a,10.8,128,,0,2,,85.7,19,,y,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7407,n,,RS,m,a,11.2,128,,1,2,,,19.8,,,,,,
Dedelow-RS,16/06/2020,,,,CL,VH59086,n,,RS,f,a,11.6,127,,3,2,,51.6,22.2,,,,,,
Dedelow-RS,16/06/2020,,,14:56:00,CL,VH59087,n,,RS,f,a,12,125,,3,2,,42.6,21.4,,y,,,,
Dedelow-RS,16/06/2020,,,15:00,CL,ZI13657,y,,RS,m,a,,,,1,2,,,19.4,,,,,,
Dedelow-RS,16/06/2020,,,15:00,CL,ZI13798,y,,RS,f,a,,,,0,1,,,18.3,,,,,,
Dedelow-RS,16/06/2020,,,15:15,CL,ZI13795,y,,RS,f,a,,,,3,2,,,23.6,,,,,,
Dedelow-RS,16/06/2020,,,15:20:00,CL,LX7408,n,,RS,m,a,10.6,125,,2,2,,72.3,20.2,,,,,,
Dedelow-RS,16/06/2020,,,15:20:00,CL,LX7409,n,,RS,f,a,10.1,124,,2,2,,43.6,20.8,,,,,,
Dedelow-RS,16/06/2020,,,,CL,VH59088,n,,RS,,j,10.5,108,,2,1,,17,16.3,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7410,n,,RS,m,a,11.7,127,,1,2,,57.2,19.5,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7411,n,,RS,m,a,10.9,129,,1,2,,61.3,20.1,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7412,n,,RS,f,a,11.2,129,,2,2,,59.2,21,,,,,,
Dedelow-RS,16/06/2020,,,15:40,CL,ZI13656,y,,RS,f,a,,,,3,2,,,19,,,,,,
Dedelow-RS,16/06/2020,,,15:50,CL,ZI13798,y,,RS,f,a,,,,0,1,,,18.2,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7413,n,,RS,f,a,10.8,126,,2,2,,48.7,22.1,,,,,,
Dedelow-RS,16/06/2020,,,16:00:00,CL,VH59089,n,,RS,m,a,12,126,,0,1,,71.2,22,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7414,n,,RS,f,a,11.6,129,,2,2,,54.2,,,,,,,
Dedelow-RS,16/06/2020,,,16:17:00,CL,LX7415,n,,RS,f,a,12.2,126,,2,2,,50.3,20.8,,,,,,
Dedelow-RS,16/06/2020,,,16:15:00,CL,VH59090,n,,RS,f,a,10.5,122,,3,3,,38.4,23.1,,y,,,,
Dedelow-RS,16/06/2020,,,16:28,CL,ZI13640,y,,RS,m,a,,,,2,1,,,20.9,,,,,,
Dedelow-RS,16/06/2020,,,16:31:00,CL,LX7416,n,,RS,m,a,10.9,124,,0,2,,60.1,19,,,,,,
Dedelow-RS,16/06/2020,,,16:40:00,CL,PC35816,n,,Haussperling,f,a,17.9,76,,2,3,,,30.6,,,,,,
Dedelow-RS,16/06/2020,,,,CL,LX7417,n,,RS,f,a,11,125,,1,2,,42,18.8,,,,,,
Dedelow-RS,16/06/2020,,,,CL,ZI13695,y,,RS,f,a,,,,1,2,,,22,,,,,,
Dedelow-RS,16/06/2020,,,16:58:00,CL,VH59083,y,,RS,f,a,,,,2,2,,,21.2,,y,,,,
Dedelow-RS,16/06/2020,,,16:58:00,CL,ZI13798,y,,RS,,a,,,,,,,,18.3,,,,,,
Dedelow-RS,16/06/2020,,,17:01:00,CL,LX7418,n,,RS,m,a,11.1,126,,2,2,,93.6,19.4,,,,,,
Dedelow-RS,16/06/2020,,,17:20:00,CL,VH59091,n,,RS,m,a,11,131,,1,1,,50.5,21.1,,,,,,
Dedelow-RS,16/06/2020,,,,CL,VH59092,n,,RS,m,a,11.1,126,,1,2,,61.5,20.5,,y,,,,
Dedelow-RS,16/06/2020,,,,CL,VH59093,n,,RS,m,a,11.5,126,,1,1,,59.8,19.5,,,,,,
Dedelow-RS,16/06/2020,,,17:30:00,CL,ZI13643,y,,RS,f,a,,,,1,1,,,20.1,,,,,,
Dedelow-MS,17/06/2020,,,09:30:00,CL,VH59094,n,,MS,f,a,11.1,109,,2,2,,,17.9,,,,,,
Dedelow-MS,17/06/2020,,,09:47:00,CL,ZI13608,y,,MS,m,a,,,,1,2,,,18.4,,,,,,
Dedelow-MS,17/06/2020,,,09:47:00,CL,VH59095,n,,MS,m,a,11.3,109,,2,2,,,20.1,,,,,,
Dedelow-MS,17/06/2020,,,09:50:00,CL,VH59096,n,,MS,m,a,11.4,114,,1,3,,,19.2,,,,,LF,
Dedelow-MS,17/06/2020,,,09:50:00,CL,VH59074,y,,MS,m,a,,,,1,2,,,17.2,,y,,,,
Dedelow-MS,17/06/2020,,,10:07:00,CL,VH59097,n,,MS,f,a,11.9,115,,0,1,,,17.1,,,,,,
Dedelow-MS,17/06/2020,,,10:10:00,CL,VH59072,y,,MS,m,a,,,,1,2,,,20.5,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH59098,n,,MS,f,a,10.9,112,,2,2,,,21.6,,y,,,,
Dedelow-MS,17/06/2020,,,10:12:00,CL,ZI13619,y,,MS,m,a,,,,1,1,,,19.6,,y,,,,
Dedelow-MS,17/06/2020,,,10:16:00,CL,VH59073,y,,MS,f,a,,,,2,1,,,17.9,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH59099,n,,MS,f,a,11.3,110,,3,1,,,20.1,,y,,,,
Dedelow-MS,17/06/2020,,,10:25:00,CL,ZI13617,y,,MS,m,a,,,,2,2,,,21.3,,,,,,
Dedelow-MS,17/06/2020,,,10:20:00,CL,ZI13757,y,,MS,m,a,,,,1,1,,,19,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH59100,n,,MS,f,a,11.4,111,,2,2,,,19,,,,,,
Dedelow-MS,17/06/2020,,,10:28:00,CL,ZI13757,y,,MS,m,a,,,,1,1,,,19,,,,,,
Dedelow-MS,17/06/2020,,,10:32:00,CL,VH59071,y,,MS,m,a,,,,2,1,,,18.8,,,,,,
Dedelow-MS,17/06/2020,,,10:37:00,CL,VH59051,y,,MS,f,a,,,,3,2,,,19.9,,,,,,
Dedelow-MS,17/06/2020,,,10:40:00,CL,VH80401,n,,MS,f,a,11.7,119,,3,3,,,18.1,,,,,,
Dedelow-MS,17/06/2020,,,10:41:00,CL,ZI13616,y,,MS,f,a,,,,2,2,,,18.3,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80402,n,,MS,m,a,11.9,109,,2,1,,,19.7,,y,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80403,n,,MS,f,a,12.1,115,,3,1,,,20.7,,,,,,
Dedelow-MS,17/06/2020,,,10:49:00,CL,VH80404,n,,MS,f,a,11.6,112,,2,2,,,18.9,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80405,n,,MS,f,a,11.4,112,,1,1,,,18.7,,,,,,
Dedelow-MS,17/06/2020,,,10:51:00,CL,VH80406,n,,MS,m,a,11.2,110,,1,1,,,17.2,,y,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80407,n,,MS,f,a,11.4,110,,3,1,,,19.8,,,,,,
Dedelow-MS,17/06/2020,,,11:00:00,CL,VH59068,y,,MS,m,a,,,,2,1,,,18.3,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80408,n,,MS,f,a,11.4,117,,2,1,,,18.9,,y,,,,
Dedelow-MS,17/06/2020,,,11:07:00,CL,VH59062,y,,MS,m,a,,,,2,2,,,21,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80409,n,,MS,f,a,11.9,111,,2,3,,,19.7,,y,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80410,n,,MS,m,a,11,111,,1,2,,,18.4,,,,,,
Dedelow-MS,17/06/2020,,,11:18:00,CL,ZI13601,y,,RS,f,a,,,,2,1,,,19.8,,,,,,
Dedelow-MS,17/06/2020,,,11:20:00,CL,VH59047,y,,MS,m,a,,,,1,2,,,19.4,,,,,,
Dedelow-MS,17/06/2020,,,11:21:00,CL,ZI13606,y,,MS,m,a,,,,1,1,,,19.5,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80411,n,,MS,m,a,11,113,,1,1,,,18.8,,,,,viele LFn,
Dedelow-MS,17/06/2020,,,11:24:00,CL,ZI13623,y,,MS,m,a,,,,1,2,,,20.6,,,,,,
Dedelow-MS,17/06/2020,,,11:30:00,CL,VH59052,y,,MS,f,a,,,,2,2,,,20.6,,,,,,
Dedelow-MS,17/06/2020,,,11:31:00,CL,VH80412,n,,MS,m,a,11.7,115,,1,3,,,20,,,,,,
Dedelow-MS,17/06/2020,,,11:36:00,CL,VH59050,y,,MS,m,a,,,,2,3,,,19.1,,,,,,
Dedelow-MS,17/06/2020,,,11:36:00,CL,VH80413,n,,MS,m,a,11.8,112,,1,3,,,17.7,,,,,LF,
Dedelow-MS,17/06/2020,,,11:40:00,CL,VH80414,n,,MS,m,a,11.7,111,,1,2,,,20.1,,,,,,
Dedelow-MS,17/06/2020,,,11:49:00,CL,ZI13755,y,,MS,m,a,,,,0,1,,,17.8,,,,,,
Dedelow-MS,17/06/2020,,,11:50:00,CL,VH80415,n,,MS,f,a,11.2,109,,3,2,,,19.4,,,,,,
Dedelow-MS,17/06/2020,,,11:58:00,CL,VH59043,y,,MS,f,a,11.4,111,,3,3,,,18.5,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80416,n,,MS,f,a,11.5,110,,0,1,,,19,,,,,,
Dedelow-MS,17/06/2020,,,12:05:00,CL,VH59058,y,,MS,f,a,,,,3,1,,,19,,,,,,
Dedelow-MS,17/06/2020,,,12:05:00,CL,ZI13615,y,,MS,f,a,,,,2,2,,,19.9,,,,,,
Dedelow-MS,17/06/2020,,,12:10:00,CL,ZI13610,y,,MS,f,a,,,,3,1,,,18.8,,,,,,
Dedelow-MS,17/06/2020,,,12:10:30,CL,ZI13622,y,,MS,m,a,,,,2,2,,,18.6,,,,,,
Dedelow-MS,17/06/2020,,,12:11:00,CL,ZI13621,y,,MS,f,a,,,,4,3,,,18.8,,,,,,
Dedelow-MS,17/06/2020,,,12:16:00,CL,VH80417,n,,MS,m,a,11.6,110,,1,2,,,20.7,,,,,,
Dedelow-MS,17/06/2020,,,12:16:00,CL,VH80418,n,,MS,f,a,11.2,114,,4,3,,,19.3,,,,,,
Dedelow-MS,17/06/2020,,,12:18,CL,VH80409,y,,MS,f,a,,,,2,3,,,19.5,,,,,,
Dedelow-MS,17/06/2020,,,12:25,CL,VH59049,y,,MS,m,a,,,,1,2,,,18.6,,,,,,
Dedelow-MS,17/06/2020,,,12:25,CL,ZI13757,y,,MS,m,a,,,,1,2,,,18.7,,,,,,
Dedelow-MS,17/06/2020,,,12:28:00,CL,VH80419,n,,MS,f,a,11.8,110,,3,2,,,19.5,,,,,,
Dedelow-MS,17/06/2020,,,12:28:00,CL,VH59099,y,,MS,f,a,,,,2,2,,,19.4,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80420,n,,MS,f,a,11.5,113,,3,2,,,18.9,,,,,,
Dedelow-MS,17/06/2020,,,12:35:00,CL,ZI13756,y,,RS,m,a,,,,1,2,,,21,,,,,,
Dedelow-MS,17/06/2020,,,12:35:00,CL,VH80421,n,,MS,m,a,11.9,113,,1,2,,,20.2,,,,,,
Dedelow-MS,17/06/2020,,,12:39:00,CL,ZI13607,y,,MS,m,a,,,,1,3,,,21.7,,,,,,
Dedelow-MS,17/06/2020,,,12:42,CL,VH59097,y,,MS,f,a,,,,2,2,,,17.4,,,,,,
Dedelow-MS,17/06/2020,,,12:44,CL,VH59100,y,,MS,f,a,,,,1,2,,,18.7,,,,,,
Dedelow-MS,17/06/2020,,,12:46,CL,VH59070,y,,MS,m,a,,,,2,2,,,20.1,,,,,,
Dedelow-MS,17/06/2020,,,12:46,CL,VH59067,y,,MS,f,a,,,,2,2,,,19.8,,,,,,
Dedelow-MS,17/06/2020,,,13:47,CL,VH59060,y,,MS,f,a,,,,2,2,,,18,,,,,,
Dedelow-MS,17/06/2020,,,14:40,CL,ZI13619,y,,MS,m,a,,,,1,2,,,19.8,,,,,,
Dedelow-MS,17/06/2020,,,14:42,CL,ZI13605,y,,MS,f,a,,,,2,2,,,18.3,,,,,,
Dedelow-MS,17/06/2020,,,14:43,CL,VH59051,y,,MS,f,a,,,,2,2,,,19.7,,,,,2 LFn,
Dedelow-MS,17/06/2020,,,13:45,CL,VH80409,y,,MS,f,a,,,,,,,,,,,,,,
Dedelow-MS,17/06/2020,,,13:47,CL,ZI13624,y,,MS,f,a,,,,3,1,,,20.3,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80422,n,,MS,f,a,10.7,111,,2,2,,,19.7,,,,,,
Dedelow-MS,17/06/2020,,,13:50,CL,VH80420,y,,MS,,,,,,,,,,,,,,,,
Dedelow-MS,17/06/2020,,,13:52,CL,VH59042,y,,MS,m,a,,,,1,2,,,19,,,,,,
Dedelow-MS,17/06/2020,,,13:53,CL,VH59069,y,,MS,f,a,,,,2,2,,,20.7,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80423,n,,MS,m,a,11.8,115,,2,1,,,19.3,,,,,,
Dedelow-MS,17/06/2020,,,14:01,CL,VH59044,y,,MS,f,a,,,,2,2,,,22,,,,,,
Dedelow-MS,17/06/2020,,,14:03,CL,VH59049,y,,MS,m,a,,,,1,1,,,19,,,,,,
Dedelow-MS,17/06/2020,,,14:04,CL,ZI13624,y,,MS,f,a,,,,3,2,,,19.7,,,,,,
Dedelow-MS,17/06/2020,,,14:16,CL,ZI13606,y,,MS,m,a,,,,2,2,,,18.8,,,,,,
Dedelow-MS,17/06/2020,,,14:16,CL,VH59066,y,,MS,m,a,,,,2,2,,,19.3,,,,,,
Dedelow-MS,17/06/2020,,,14:21,CL,ZI13755,y,,MS,m,a,,,,1,2,,,17.8,,,,,,
Dedelow-MS,17/06/2020,,,14:26,CL,VH59048,y,,MS,m,a,,,,1,1,,,19.3,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80424,n,,MS,f,a,11.3,114,,2,3,,,20.8,,,,,,
Dedelow-MS,17/06/2020,,,14:29,CL,VH59069,y,,MS,f,a,,,,3,1,,,20.2,,,,,,
Dedelow-MS,17/06/2020,,,14:31,CL,VH80416,y,,MS,f,a,,,,1,2,,,19.1,,,,,,
Dedelow-MS,17/06/2020,,,14:33,CL,VH59063,y,,MS,m,a,,,,1,2,,,18.5,,,,,,
Dedelow-MS,17/06/2020,,,14:40,CL,VH59100,y,,MS,f,a,,,,2,2,,,18.6,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80425,n,,MS,m,a,10.4,108,,2,1,,,17.4,,,,,,
Dedelow-MS,17/06/2020,,,14:47,CL,ZI13614,y,,MS,m,a,,,,1,2,,,17.1,,,,,,
Dedelow-MS,17/06/2020,,,14:47,CL,VH80407,y,,MS,f,a,,,,2,2,,,,,,,,LF,
Dedelow-MS,17/06/2020,,,14:55,CL,VH59073,y,,MS,f,a,,,,2,2,,,18.5,,,,,,
Dedelow-MS,17/06/2020,,,14:47,CL,VH80419,y,,MS,f,a,,,,2,2,,,18.5,,,,,,
Dedelow-MS,17/06/2020,,,15:01,CL,ZI13757,y,,MS,m,a,,,,1,2,,,19.1,,,,,,
Dedelow-MS,17/06/2020,,,15:03,CL,VH59095,y,,MS,m,a,,,,1,2,,,20,,,,,,
Dedelow-MS,17/06/2020,,,15:05,CL,VH59043,y,,MS,f,a,,,,2,2,,,18.8,,,,,,
Dedelow-MS,17/06/2020,,,15:06,CL,VH59054,y,,MS,m,a,,,,1,2,,,19,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80426,n,,MS,m,a,11.8,110,,2,2,,,19.1,,,,,,
Dedelow-MS,17/06/2020,,,15:11,CL,VH59042,y,,MS,m,a,,,,1,2,,,19,,,,,,
Dedelow-MS,17/06/2020,,,15:15,CL,VH59051,y,,MS,f,a,,,,2,2,,,19.3,,,,,,
Dedelow-MS,17/06/2020,,,15:17,CL,VH59075,y,,MS,m,a,,,,1,2,,,22.4,,,,,,
Dedelow-MS,17/06/2020,,,15:19,CL,ZI13614,y,,MS,m,a,,,,2,3,,,18.2,,,,,,
Dedelow-MS,17/06/2020,,,15:21,CL,ZI13607,y,,MS,m,a,,,,2,3,,,21.2,,,,,,
Dedelow-MS,17/06/2020,,,,CL,VH80427,n,,MS,f,a,10.9,110,,2,2,,,19.3,,,,,,
Dedelow-MS,17/06/2020,,,15:24,CL,ZI13622,y,,MS,m,a,,,,2,2,,,19.2,,,,,,
Dedelow-MS,17/06/2020,,,15:25,CL,ZI13610,y,,MS,f,a,,,,2,2,,,18.7,,,,,,
Dedelow-MS,17/06/2020,,,15:29,CL,VH80425,y,,MS,m,a,,,,2,1,,,16.9,,,,,,
Dedelow-MS,17/06/2020,,,15:29,CL,ZI13615,y,,MS,m,a,,,,3,2,,,19.7,,,,,,
