location,date,weather,temperature_celsius,time,ringer,ring_id,ring_recap,tag_id,species,sex,age,tars_mm,wing_mm,8prim_mm,fat,muscle,tail_mm,tail_fork_mm,weight_g,blood,faeces,cloaca,choane,ectoparasites,comments
Kutzerow,09/05/2020,,,,CL,VH59018,n,2454,MS,m,a,11.5,112,,2,2,,,20.9,,,,,,
Kutzerow,09/05/2020,,,,CL,VH59019,n,NA,MS,f,a,10.7,112,,2,2,,,18.8,,,,,,
Kutzerow,09/05/2020,,,16:15:00,CL,VH59020,n,2436,MS,m,a,11,114,,2,2,,,20.8,,,,,,
Kutzerow,09/05/2020,,,,CL,VH59021,n,2432,MS,m,a,11.4,115,,3,2,,,20.7,,,,,,
Kutzerow,09/05/2020,,,,CL,VH59022,n,2443,MS,m,a,11.6,112,,2,2,,,20.5,,,,,,
Kutzerow,09/05/2020,,,,CL,VH59023,n,2448,MS,m,a,11.7,112,,2,2,,,20.7,,,,,,
Basedow,10/05/2020,,,09:30:00,CL,ZI13774,n,2426,RS,m,a,11,125,,2,1,,49.3,19.9,,,,,,
Basedow,10/05/2020,,,10:00:00,CL,VH59024,n,,MS,m,a,11.4,110,,2,2,,,19.4,,,,,,
Kutzerow,10/05/2020,,,,CL,ZI13775,n,,RS,f,a,11.3,127,,2,3,,55.1,22.8,,,,,,
Kutzerow,10/05/2020,,,12:40:00,CL,ZI13776,n,2430,RS,f,a,11.8,130,,3,2,,52.9,21.8,,,,,,
Kutzerow,10/05/2020,,,14:20:00,CL,ZI13777,n,2451,RS,m,a,11.1,121,,3,2,,31.7,20.5,,,,,,
Kutzerow,10/05/2020,,,15:30:00,CL,VH59025,n,2434,MS,m,a,11.5,117,,3,2,,,24.2,,,,,,
Kutzerow,10/05/2020,,,15:30:00,CL,VH59026,n,2441,MS,,a,11.5,112,,3,1,,,21.4,,,,,,
Kutzerow,10/05/2020,,,17:05:00,WU,VH59027,n,2450,MS,f,a,11.6,113,,2,2,,,22,,,,,,
NA,12/05/2020,,,09:45:00,CL,ZI13778,n,2437,RS,f,a,11.4,124,,2,1,,41.4,20.1,,,,,,
NA,22/05/2020,,,13:30:00,CL,ZI13779,n,2439,RS,f,a,11.6,125,,2,2,,38.5,22.5,,,,,,
NA,22/05/2020,,,14:10:00,CL,ZI13780,n,2438,RS,m,a,,128,,0,2,,69.2,20.5,,,,,,
NA,01/06/2020,,,04:00:00,CL,VH59034,n,2510,Goldammer,m,a,19.2,91,,0,2,,,26.9,,,,,,
NA,02/06/2020,,,04:15:00,CL,VH59035,n,,Goldammer,f,a,19.6,89,,1,2,,,35.2,,,,,,
NA,02/06/2020,,,05:15:00,CL,OL11802,n,2491,Grauammer,m,a,27.5,105,,0,2,,79.7,56.3,,,,,,
NA,02/06/2020,,,09:00:00,CL,ZI13784,n,,Schafstelze,f,a,23.1,80,,1,2,,,18.5,,,,,,
NA,02/06/2020,,,09:00:00,CL,VH59036,n,,Dorngrasmuecke,m,a,21.5,73,,2,2,,,15,,,,,,
NA,03/06/2020,,,04:20:00,CL,VH59037,n,2485,Goldammer,m,a,20,89,,0,2,,,29,,,,,,
NA,03/06/2020,,,05:00:00,CL,ZI13785,n,,Bluthaenfling,f,a,16.3,79,,3,2,,,19.2,,,,,,
NA,03/06/2020,,,05:30:00,CL,VH59038,n,,Dorngrasmuecke,f,a,22.8,71,,2,2,,,14.8,,,,,,
NA,03/06/2020,,,05:45:00,CL,ZI13786,n,,Bluthaenfling,m,a,16.5,83,,1,3,,,19,,,,,,
NA,03/06/2020,,,05:45:00,CL,VH59039,n,,Dorngrasmuecke,m,a,20,72,,2,2,,,14.6,,,,,,
NA,04/06/2020,,,04:00:00,CL,VH59040,n,2519,Goldammer,m,a,18,86,,1,2,,,26.3,,,,,,
NA,04/06/2020,,,05:15:00,CL,VH59041,n,2518,Goldammer,m,a,20.3,95.5,,0,2,,,31,,,,,,
Dedelow-MS,06/06/2020,,,11:00:00,CL,VH59042,n,,MS,m,a,12.1,114,,2,2,,,20.5,,y,,,,
Dedelow-MS,06/06/2020,,,11:12:00,CL,VH59043,n,,MS,f,a,10.7,111,,3,3,,,20.5,,y,,,,
Dedelow-MS,06/06/2020,,,11:17:00,CL,VH59044,n,,MS,f,a,11.9,112,,3,3,,,24.5,,,,,,
Dedelow-MS,06/06/2020,,,11:46:00,CL,VH59045,n,,MS,m,a,11.8,111,,1,1,,,19.7,,,,,,
Dedelow-MS,06/06/2020,,,12:00:00,CL,VH59046,n,,MS,m,a,11.7,110,,0,1,,,17.3,,,,,,
Dedelow-MS,06/06/2020,,,12:03:00,CL,VH59047,n,,MS,m,a,11.6,111,,1,1,,,19.2,,,,,,
Dedelow-MS,06/06/2020,,,12:06:00,CL,VH59044,y,,MS,f,a,11.9,112,,3,3,,,24.5,,,,,,
Dedelow-MS,06/06/2020,,,12:06:00,CL,VH59048,n,,MS,m,a,11.5,108,,1,1,,,18.4,,,,,,
Dedelow-MS,06/06/2020,,,12:10:00,CL,VH59049,n,,MS,m,a,11.5,110,,0,1,,,19,,,,,,
Dedelow-MS,06/06/2020,,,12:15:00,CL,ZI13757,y,,MS,m,a,12,114,,1,1,,,20.5,y,,,,LF,
Dedelow-MS,06/06/2020,,,12:16:00,CL,VH59045,y,,MS,m,a,11.8,111,,1,1,,,19.7,,,,,,
Dedelow-MS,06/06/2020,,,12:20:00,CL,VH59049,y,,MS,m,a,11.5,110,,0,1,,,19,,,,,,
Dedelow-MS,06/06/2020,,,12:21:00,CL,VH59050,n,,MS,m,a,11.6,111,,2,2,,,20.5,,,,,,
Dedelow-MS,06/06/2020,,,12:23:00,CL,VH59042,y,,MS,m,a,12.1,114,,2,2,,,20.5,,y,,,,
Dedelow-MS,06/06/2020,,,12:25:00,CL,ZI13601,n,,RS,f,a,11.8,126,,2,1,,,22.1,,,,,LF,
Dedelow-MS,06/06/2020,,,12:27:00,CL,VH59048,y,,MS,m,a,11.5,108,,1,1,,,18.4,,,,,,
Dedelow-MS,06/06/2020,,,12:36:00,CL,ZI13602,n,,RS,m,a,11.1,128,,1,1,,,19.4,,,,,LF,
Dedelow-MS,06/06/2020,,,12:40:00,CL,VH59051,n,,MS,f,a,11.5,111,,3,2,,,20.1,,,,,,
Dedelow-MS,06/06/2020,,,12:45:00,CL,VH59052,n,,MS,f,a,11.6,110,,2,3,,,20.5,,,,,,
Dedelow-MS,06/06/2020,,,12:54:00,CL,VH59053,n,,MS,m,a,11.4,110,,2,3,,,18.3,,y,,,,
Dedelow-MS,06/06/2020,,,12:58:00,CL,VH59054,n,,MS,m,a,11.9,115,,1,3,,,19.4,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59055,n,,MS,f,a,11.1,105,,2,3,,,17.7,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59056,n,,MS,f,a,11.4,111,,1,1,,,17.8,,,,,,
Dedelow-MS,06/06/2020,,,13:06:00,CL,VH59057,n,,MS,m,a,11.7,110,,0,2,,,19,,,,,LF,
Dedelow-MS,06/06/2020,,,,CL,VH59058,n,,MS,f,a,11.4,106,,2,2,,,20,,y,,,,
Dedelow-MS,06/06/2020,,,13:07:00,CL,VH59059,n,,MS,f,a,12,113,,3,2,,,21.3,,,,,,
Dedelow-MS,06/06/2020,,,13:13:00,CL,VH59060,n,,MS,f,a,12.1,115,,3,2,,,19.2,,,,,,
Dedelow-MS,06/06/2020,,,13:17:00,CL,VH59054,y,,MS,m,a,11.9,115,,1,3,,,19.4,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59061,n,,MS,m,a,11.4,112,,0,1,,,18.1,,,,,,
Dedelow-MS,06/06/2020,,,13:20:00,CL,VH59062,n,,MS,m,a,11,111,,1,1,,,19,y,,,,LF,
Dedelow-MS,06/06/2020,,,13:28:00,CL,VH59063,n,,MS,m,a,11,113,,2,3,,,19.2,,,,,,
Dedelow-MS,06/06/2020,,,13:32:00,CL,VH59064,n,,MS,f,a,11.3,116,,1,0,,,18.2,,,,,LF,
Dedelow-MS,06/06/2020,,,13:37:00,CL,VH59065,n,,MS,m,a,12.1,113,,1,3,,,17.8,,,,,,
Dedelow-MS,06/06/2020,,,13:38:00,CL,VH59061,y,,MS,m,a,11.4,112,,0,1,,,18.1,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59066,n,,MS,m,a,11.7,113,,1,1,,,18.5,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59067,n,,MS,f,a,11.3,111,,3,2,,,20.6,,,,,,
Dedelow-MS,06/06/2020,,,13:46:00,CL,VH59068,n,,MS,m,a,11.4,114,,0,1,,,17.3,,,,,LF,
Dedelow-MS,06/06/2020,,,,CL,VH59069,n,,MS,f,a,11.7,112,,3,1,,,20.9,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59070,n,,MS,m,a,11.2,111,,0,2,,,20.3,,,,,,
Dedelow-MS,06/06/2020,,,13:54:00,CL,VH59071,n,,MS,m,a,11.1,112,,1,2,,,17.5,,y,,,LF,
Dedelow-MS,06/06/2020,,,,CL,VH59072,n,,MS,m,a,11.5,112,,2,2,,,21.1,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59073,n,,MS,f,a,11.5,112,,2,2,,,18.9,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59074,n,,MS,m,a,11.1,113,,0,2,,,18.1,,,,,,
Dedelow-MS,06/06/2020,,,14:00:00,CL,VH59054,y,,MS,m,a,11.9,115,,1,3,,,19.4,,,,,,
Dedelow-MS,06/06/2020,,,14:09:00,CL,VH59075,n,,MS,m,a,11.5,113,,1,3,,,21.9,,,,,,
Dedelow-MS,06/06/2020,,,14:13:00,CL,VH59076,n,,MS,f,a,11.5,109,,2,2,,,19.5,,,,,,
Dedelow-MS,06/06/2020,,,,CL,VH59077,n,,MS,m,a,11.5,111,,0,2,,,18.6,,,,,,
Dedelow-MS,06/06/2020,,,14:20:00,CL,ZI13603,n,,MS,f,a,11.7,114,,4,1,,,17.6,,,,,,
Dedelow-MS,06/06/2020,,,15:58:00,CL,ZI13604,n,,MS,f,a,11.2,113,,2,2,,,18.2,,,,,LF,
Dedelow-MS,06/06/2020,,,,CL,ZI13605,n,,MS,f,a,11,110,,3,3,,,19.5,,,,,,
Dedelow-MS,06/06/2020,,,16:00:00,CL,VH59055,y,,MS,f,a,11.1,105,,2,3,,,17.7,,,,,,
Dedelow-MS,06/06/2020,,,16:00:00,CL,VH59054,y,,MS,m,a,11.9,115,,1,3,,,19.4,,,,,,
Dedelow-MS,06/06/2020,,,16:13:00,CL,ZI13606,n,,MS,m,a,11.3,111,,2,2,,,21.3,,,,,,
Dedelow-MS,06/06/2020,,,16:13:00,CL,ZI13607,n,,MS,m,a,11.5,108,,0,2,,,20.2,,,,,,
Dedelow-MS,06/06/2020,,,16:15:00,CL,VH59073,y,,MS,f,a,11.5,112,,2,2,,,18.9,,,,,,
Dedelow-MS,06/06/2020,,,16:18:00,CL,VH59065,y,,MS,m,a,12.1,113,,1,3,,,17.8,,,,,,
Dedelow-MS,06/06/2020,,,16:21:00,CL,VH59063,y,,MS,m,a,11,113,,2,3,,,19.2,,,,,,
Dedelow-MS,06/06/2020,,,16:25:00,CL,ZI13608,n,,MS,m,a,11.6,110,,2,2,,,19.3,,,,,,
Dedelow-MS,06/06/2020,,,16:25:00,CL,ZI13609,n,,MS,f,a,11.5,109,,2,3,,,18.8,,,,,,
Dedelow-MS,06/06/2020,,,16:30:00,CL,ZI13610,n,,MS,f,a,11.5,111,,2,1,,,19.4,,,,,,
Dedelow-MS,06/06/2020,,,16:31:00,CL,VH59073,y,,MS,f,a,11.5,112,,2,2,,,18.9,,,,,,
Dedelow-MS,06/06/2020,,,16:34:00,CL,VH59057,y,,MS,m,a,11.7,110,,0,2,,,19,,,,,LF,
Dedelow-MS,06/06/2020,,,16:35:00,CL,VH59071,y,,MS,m,a,11.1,112,,1,2,,,17.5,,y,,,LF,
Dedelow-MS,06/06/2020,,,16:35:00,CL,ZI13611,n,,MS,m,a,11.6,112,,1,2,,,20.8,,,,,,
Dedelow-MS,06/06/2020,,,16:35:00,CL,ZI13612,n,,MS,m,a,11.2,113,,2,1,,,19.4,,,,,,
Dedelow-MS,06/06/2020,,,,CL,ZI13613,n,,MS,m,a,11.6,108,,1,2,,,18,,,,,,
Dedelow-MS,06/06/2020,,,16:40:00,CL,ZI13614,n,,MS,m,a,11.5,118,,2,2,,,18.8,,,,,,
Dedelow-MS,06/06/2020,,,16:46:00,CL,VH59047,y,,MS,m,a,11.6,111,,1,1,,,19.2,,,,,,
Dedelow-MS,06/06/2020,,,16:46:00,CL,VH59066,y,,MS,m,a,11.7,113,,1,1,,,18.5,,,,,,
Dedelow-MS,06/06/2020,,,16:50:00,CL,ZI13615,n,,MS,m,a,11.5,111,,2,2,,,19.3,,,,,,
Dedelow-MS,06/06/2020,,,16:52:00,CL,VH59057,y,,MS,m,a,11.7,110,,0,2,,,19,,,,,LF,
Dedelow-MS,06/06/2020,,,,CL,ZI13616,n,,MS,f,a,11.3,107,,3,1,,,18,,,,,,
Dedelow-MS,06/06/2020,,,,CL,ZI13617,n,,MS,m,a,11.6,111,,2,1,,,21.7,y,,,,,
Dedelow-MS,06/06/2020,,,,CL,ZI13618,n,,MS,f,a,11.7,115,,2,1,,,,,,,,,
Dedelow-MS,06/06/2020,,,,CL,ZI13619,n,,MS,m,a,10.8,109,,2,2,,,20.1,,,,,,
Dedelow-MS,06/06/2020,,,17:00:00,CL,VH59061,y,,MS,m,a,11.4,112,,0,1,,,18.1,,,,,,
Dedelow-MS,06/06/2020,,,17:06:00,CL,VH59051,y,,MS,f,a,11.5,111,,3,2,,,20.1,,,,,,
Dedelow-MS,06/06/2020,,,17:09:00,CL,VH59055,y,,MS,f,a,11.1,105,,2,3,,,17.7,,,,,,
Dedelow-MS,06/06/2020,,,17:20:00,CL,VH59064,y,,MS,f,a,11.3,116,,1,0,,,18.2,,,,,LF,
Dedelow-MS,06/06/2020,,,17:22:00,CL,ZI13609,y,,MS,f,a,11.5,109,,2,3,,,18.8,,,,,,
Dedelow-MS,06/06/2020,,,17:24:00,CL,VH59066,y,,MS,m,a,11.7,113,,1,1,,,18.5,,,,,,
Dedelow-MS,06/06/2020,,,17:27:00,CL,VH59043,y,,MS,f,a,10.7,111,,3,3,,,20.5,,y,,,,
Dedelow-MS,06/06/2020,,,17:30:00,CL,VH59051,y,,MS,f,a,11.5,111,,3,2,,,20.1,,,,,,
Dedelow-MS,06/06/2020,,,17:30:00,CL,ZI13620,n,,MS,m,a,11.4,113,,1,2,,,20.6,,,,,,
Dedelow-MS,06/06/2020,,,17:30,CL,VH59042,y,,MS,m,a,12.1,114,,2,2,,,20.5,,y,,,,
Dedelow-MS,06/06/2020,,,17:30:00,CL,ZI13621,n,,MS,f,a,11.4,111,,3,2,,,18.9,,,,,,
Dedelow-MS,06/06/2020,,,,CL,ZI13622,n,,MS,m,a,11.1,112,,3,2,,,18.9,,,,,,
Dedelow-MS,06/06/2020,,,17:42:00,CL,VH59054,y,,MS,m,a,11.9,115,,1,3,,,19.4,,,,,,
Dedelow-MS,06/06/2020,,,17:44:00,CL,ZI13614,y,,MS,m,a,11.5,118,,2,2,,,18.8,,,,,,
Dedelow-MS,06/06/2020,,,17:45:00,CL,ZI13623,n,,MS,m,a,12,112,,2,2,,,22.7,,,,,,
Dedelow-MS,06/06/2020,,,17:45:00,CL,ZI13624,n,,MS,f,a,11.3,117,,3,3,,,20.3,,,,,,
Dedelow-RS,07/06/2020,,,04:00:00,CL,VH59078,n,2509,Goldammer,m,a,19.3,94,,0,2,,,28.3,,,,,,
Dedelow-RS,07/06/2020,,,09:13:00,CL,ZI13625,n,,RS,f,a,11.6,125,,1,2,,47.1,18.6,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13626,n,,RS,f,a,11.5,127,,2,1,,48,19.8,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13627,n,,RS,m,a,11.7,126,,1,1,,74,19.5,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13628,n,,RS,f,a,11.7,126,,3,1,,45.1,21.6,,y,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13629,n,,RS,m,a,11.2,121,,0,1,,56.1,16.4,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13630,n,,RS,m,a,11,119,,1,1,,51.4,18,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13631,n,,RS,f,a,10.9,122,,2,1,,49.2,18,,,,,LF,
Dedelow-RS,07/06/2020,,,09:34:00,CL,ZI13632,n,,RS,m,a,11.4,114,,1,1,,60.8,17.9,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13633,n,,RS,m,a,11.5,,,,,,,,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13634,n,,RS,m,a,11.2,130,,0,1,,59.7,18.7,,,,,,
Dedelow-RS,07/06/2020,,,09:42:00,CL,ZI13635,n,,RS,f,a,10.5,121,,1,1,,49.8,18.1,,y,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13636,n,,RS,f,a,11.3,130,,0,1,,49.4,18.5,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13637,n,,RS,f,a,10.4,121,,2,2,,46.1,18.4,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13638,n,,RS,f,a,10.8,124,,0,1,,,17.2,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13639,n,,RS,f,a,11.5,118,,1,1,,48.7,17,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13640,n,,RS,m,a,11.4,125,,0,1,,63.6,19.4,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13641,n,,RS,m,a,11.6,126,,1,1,,57.6,17.5,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13642,n,,RS,m,a,12,127,,0,2,,69.7,18.1,,,,,,
Dedelow-RS,07/06/2020,,,10:05:00,CL,ZI13643,n,,RS,f,a,11.8,125,,0,1,,44.2,19.2,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13644,n,,RS,f,a,10.8,129,,2,1,,44.4,18.1,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13645,n,,RS,m,a,11.6,127,,1,2,,73.1,18.6,y,,,,F,
Dedelow-RS,07/06/2020,,,,CL,ZI13646,n,,RS,f,a,11.7,124,,3,1,,43.6,21.2,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13647,n,,RS,f,a,11.4,126,,1,1,,46.6,18.4,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13648,n,,RS,f,a,11.4,123,,1,0,,34.8,18.3,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13649,n,,RS,f,a,11.5,121,,2,1,,40.7,18,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13650,n,,RS,m,a,11.9,122,,1,0,,64.9,19.3,,,,,,
Dedelow-RS,07/06/2020,,,10:20:00,CL,ZI13629,y,,RS,m,a,11.2,121,,0,1,,56.1,16.4,,,,,LF,
Dedelow-RS,07/06/2020,,,10:42:00,CL,ZI13651,n,,RS,m,a,11.4,127,,1,1,,77.6,18.5,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13652,n,,RS,m,a,11,126,,1,1,,64.9,18.5,,,,,,
Dedelow-RS,07/06/2020,,,10:53:00,CL,ZI13653,n,,RS,f,a,10.9,123,,2,1,,54,17.1,,,,,LF,
Dedelow-RS,07/06/2020,,,11:00:00,CL,ZI13631,y,,RS,f,a,10.9,122,,2,1,,49.2,18,,,,,LF,
Dedelow-RS,07/06/2020,,,11:00:00,CL,ZI13627,y,,RS,m,a,11.7,126,,1,1,,74,19.5,,,,,,
Dedelow-RS,07/06/2020,,,11:00:00,CL,ZI13654,n,2446,RS,m,a,11.2,134,,0,2,,61.3,19.7,,y,,,,
Dedelow-RS,07/06/2020,,,11:15:00,CL,ZI13787,n,,RS,m,a,11.8,128,,0,1,,59.9,18.3,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13788,n,,RS,m,a,11.3,129,,0,1,,,19.6,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13789,n,,RS,m,a,11.3,122,,0,1,,67.7,18.3,,,,,,
Dedelow-RS,07/06/2020,,,11:45:00,CL,ZI13790,n,,RS,m,j,11.2,117,,0,1,,12.6,18.1,,,,,LF,
Dedelow-RS,07/06/2020,,,11:50:00,CL,ZI13791,n,,RS,f,a,11.7,125,,2,1,,,19.9,,,,,,
Dedelow-RS,07/06/2020,,,11:57:00,CL,ZI13792,n,,RS,f,a,11.6,128,,2,1,,41.3,18.9,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13793,n,,RS,m,j,11.2,101,,0,1,,10.4,17.6,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13794,n,,RS,m,a,10.6,121,,2,1,,64.2,19,,y,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13795,n,,RS,f,a,11.5,120,,2,2,,51.4,21,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13796,n,,RS,m,a,11.2,126,,0,1,,56.5,18.7,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13797,n,,RS,m,a,11.6,123,,0,1,,64,18,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13798,n,,RS,f,a,11.6,126,,0,0,,35.8,17.5,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13799,n,,RS,m,a,10.9,126,,0,1,,67.4,19.1,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13655,n,,RS,f,a,11.2,122,,0,1,,42.2,18.3,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13656,n,,RS,f,a,10.8,122,,3,2,,48.7,20.2,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13657,n,,RS,m,a,11.4,128,,1,1,,67.6,18.7,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13658,n,2435,RS,m,a,11,124,,2,2,,65.4,20.3,,y,,,,
Dedelow-RS,07/06/2020,,,12:45:00,CL,ZI13659,n,2449,RS,m,a,11.8,129,,1,1,,57.4,21.2,,,,,F,
Dedelow-RS,07/06/2020,,,13:40:00,CL,ZI13632,y,,RS,m,a,11.4,114,,1,1,,60.8,17.9,,,,,,
Dedelow-RS,07/06/2020,,,13:45:00,CL,ZI13660,n,,RS,f,a,11.5,121,,0,1,,46,18.6,,,,,,
Dedelow-RS,07/06/2020,,,13:46:00,CL,ZI13639,y,,RS,f,a,11.5,118,,1,1,,48.7,17,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13661,n,,RS,f,a,11.4,125,,0,0,,45.5,19.4,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13662,n,,RS,f,a,11.4,130,,2,2,,40.9,20.1,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13663,n,,RS,f,a,11.2,122,,2,2,,36.1,21.5,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13664,n,,RS,m,a,11.2,123,,1,2,,68.6,18.1,,,,,,
Dedelow-RS,07/06/2020,,,13:56:00,CL,ZI13763,y,,RS,f,a,11.5,122,,2,1,,39.7,21.2,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13767,y,,RS,f,a,11.3,121,,2,1,,37.1,19.8,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13665,n,,RS,m,a,11.1,123,,1,1,,58.2,18.1,,y,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13666,n,,RS,f,a,11,127,,1,1,,52,18.9,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13667,n,,RS,f,a,11.6,129,,0,1,,37,19,,,,,LF,
Dedelow-RS,07/06/2020,,,14:15:00,CL,ZI13669,n,,RS,f,a,11.5,128,,1,1,,49.3,17.6,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13668,n,,RS,m,a,11.8,125,,1,2,,53.3,18.7,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13670,n,,RS,m,a,11.6,126,,0,1,,51.3,19.5,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13671,n,,RS,f,a,11.5,123,,2,1,,51.5,19,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13672,n,,RS,f,a,11.7,124,,2,1,,45.5,20.2,,,,,LF,
Dedelow-RS,07/06/2020,,,,CL,ZI13673,n,,RS,f,a,11.1,122,,1,2,,44.9,18.8,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13674,n,,RS,m,a,10.9,127,,0,1,,85.3,19.3,,,,,,
Dedelow-RS,07/06/2020,,,,CL,ZI13675,n,,RS,f,a,11.1,121,,0,1,,46.4,18.1,,,,,,
Dedelow-RS,07/06/2020,,,14:20:00,CL,ZI13661,y,,RS,f,a,11.4,125,,0,0,,45.5,19.4,,,,,LF,
Dedelow-RS,07/06/2020,,,14:30:00,CL,ZI13644,y,,RS,f,a,10.8,129,,2,1,,44.4,18.1,,,,,LF,
Dedelow-RS,07/06/2020,,,14:40:00,CL,ZI13664,y,,RS,m,a,11.2,123,,1,2,,68.6,18.1,,,,,,
Dedelow-RS,07/06/2020,,,14:45:00,CL,ZI13628,y,,RS,f,a,11.7,126,,3,1,,45.1,21.6,,y,,,,
Dedelow-RS,07/06/2020,,,14:45:00,CL,ZI13676,n,,RS,f,a,11.9,125,,1,2,,49.6,22.5,,,,,,
Dedelow-RS,07/06/2020,,,14:50:00,CL,ZI13636,y,,RS,f,a,11.3,130,,0,1,,49.4,18.5,,,,,,
